question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q02390,How would you refactor a legacy monolithic system using Security with zero downtime?,System Design,Security,Database Design|API Design,EXP-DEVO-SEN,Senior,Easy,2,Remember,Case Study,14,ESCO.575,ONET.132,system design|security|easy,Low,Low,False,
Q02391,How would you migrate a highly secure payment gateway using Node.js while maintaining backward compatibility?,Technical,Node.js,Go|Kubernetes,EXP-SOFT-JUN,Junior,Hard,4,Understand,Technical,6,ESCO.212,ONET.925,technical|node.js|hard,Medium,Low,False,
Q02392,How would you optimize a highly secure payment gateway using Java under strict memory constraints?,Technical,Java,SQL|Python,EXP-SOFT-SEN,Senior,Medium,3,Understand,Situational,5,ESCO.107,ONET.969,technical|java|medium,High,Low,False,
Q02393,How would you optimize a distributed microservices architecture using Healthcare with a hard deadline of two weeks?,Domain Knowledge,Healthcare,E-commerce|SaaS,EXP-ML E-JUN,Junior,Medium,3,Understand,Behavioral,9,ESCO.196,ONET.399,domain knowledge|healthcare|medium,Low,Low,False,
Q02394,How would you migrate an offline-first mobile app backing service using Docker under strict memory constraints?,Technical,Docker,JavaScript|Java,EXP-DEVO-MID,Mid,Expert,5,Create,Situational,3,ESCO.442,ONET.880,technical|docker|expert,Low,Low,False,
Q02395,How would you architect a legacy monolithic system using Python with zero downtime?,Technical,Python,Go|SQL,EXP-CLOU-JUN,Junior,Expert,5,Understand,Situational,5,ESCO.921,ONET.527,technical|python|expert,High,Low,False,
Q02396,How do you navigate disagreements about technical decisions in code reviews?,Soft Skills,Conflict Resolution,Leadership|Communication,EXP-BACK-SEN,Senior,Easy,2,Understand,Behavioral,15,ESCO.639,ONET.902,soft skills|conflict resolution|easy,Medium,Low,False,
Q02397,How would you migrate a high-traffic web application using Fintech with a globally distributed team?,Domain Knowledge,Fintech,E-commerce|Healthcare,EXP-BACK-JUN,Junior,Medium,3,Understand,Situational,10,ESCO.550,ONET.554,domain knowledge|fintech|medium,Low,Low,False,
Q02398,How would you implement an offline-first mobile app backing service using Database Design with zero downtime?,System Design,Database Design,Database Design|Security,EXP-QA E-MID,Mid,Expert,5,Create,Case Study,14,ESCO.911,ONET.793,system design|database design|expert,Medium,Low,False,
Q02399,Tell me about a time you mentored someone. What was your approach?,Soft Skills,Leadership,Time Management|Leadership,EXP-DEVO-MID,Mid,Easy,2,Remember,Behavioral,7,ESCO.266,ONET.840,soft skills|leadership|easy,Low,Low,False,
Q02400,Describe a time when you had to make a critical decision with incomplete information.,Soft Skills,Leadership,Communication|Time Management,EXP-SOFT-SEN,Senior,Expert,5,Create,Behavioral,4,ESCO.687,ONET.100,soft skills|leadership|expert,Low,Low,False,
Q02401,How would you refactor a high-traffic web application using API Design with a hard deadline of two weeks?,System Design,API Design,Microservices|Database Design,EXP-PROD-SEN,Senior,Easy,2,Remember,Behavioral,10,ESCO.512,ONET.191,system design|api design|easy,Low,Low,False,
Q02402,How do you handle sudden context-switching between very different tasks?,Soft Skills,Adaptability,Communication|Leadership,EXP-QA E-JUN,Junior,Easy,2,Analyze,Behavioral,3,ESCO.350,ONET.425,soft skills|adaptability|easy,Low,Low,False,
Q02403,How would you debug a legacy monolithic system using Go with a hard deadline of two weeks?,Technical,Go,Java|React,EXP-CLOU-JUN,Junior,Expert,5,Create,Behavioral,14,ESCO.994,ONET.548,technical|go|expert,Low,Low,False,Culture
Q02404,How would you optimize a latency-sensitive trading platform using Database Design while ensuring 99.99% uptime?,System Design,Database Design,Scalability|Microservices,EXP-CLOU-SEN,Senior,Easy,2,Apply,Case Study,8,ESCO.998,ONET.398,system design|database design|easy,Low,Low,False,Gender
Q02405,How would you migrate an offline-first mobile app backing service using Healthcare with a hard deadline of two weeks?,Domain Knowledge,Healthcare,E-commerce|Fintech,EXP-CLOU-MID,Mid,Easy,2,Analyze,Situational,9,ESCO.156,ONET.329,domain knowledge|healthcare|easy,Low,Low,False,Gender
Q02406,Describe a time your written communication prevented a serious misunderstanding.,Soft Skills,Communication,Conflict Resolution|Time Management,EXP-ML E-JUN,Junior,Hard,4,Understand,Behavioral,15,ESCO.607,ONET.393,soft skills|communication|hard,Low,Low,False,
Q02407,How would you debug a highly secure payment gateway using Fintech with limited budget for cloud resources?,Domain Knowledge,Fintech,Healthcare|EdTech,EXP-DATA-JUN,Junior,Easy,2,Create,Technical,10,ESCO.768,ONET.206,domain knowledge|fintech|easy,High,Low,False,
Q02408,How would you troubleshoot a high-traffic web application using Docker with a hard deadline of two weeks?,Technical,Docker,Kubernetes|Python,EXP-BACK-SEN,Senior,Expert,5,Evaluate,Case Study,12,ESCO.955,ONET.800,technical|docker|expert,Medium,Low,False,
Q02409,How would you migrate a resource-constrained IoT ecosystem using Microservices with limited budget for cloud resources?,System Design,Microservices,Scalability|Security,EXP-BACK-SEN,Senior,Hard,4,Analyze,Situational,10,ESCO.346,ONET.343,system design|microservices|hard,Low,Low,False,
Q02410,How would you architect a high-traffic web application using SQL while maintaining backward compatibility?,Technical,SQL,Kubernetes|Go,EXP-DATA-MID,Mid,Hard,4,Understand,Behavioral,13,ESCO.928,ONET.961,technical|sql|hard,Medium,Low,False,
Q02411,How would you migrate a high-traffic web application using JavaScript with a globally distributed team?,Technical,JavaScript,JavaScript|Kubernetes,EXP-DEVO-MID,Mid,Expert,5,Evaluate,Case Study,7,ESCO.759,ONET.118,technical|javascript|expert,Medium,Low,False,
Q02412,How would you troubleshoot a distributed microservices architecture using API Design while ensuring 99.99% uptime?,System Design,API Design,Security|Database Design,EXP-FRON-MID,Mid,Easy,2,Evaluate,Situational,10,ESCO.847,ONET.256,system design|api design|easy,Low,Low,False,
Q02413,How would you migrate a high-traffic web application using JavaScript under strict memory constraints?,Technical,JavaScript,AWS|Go,EXP-PROD-SEN,Senior,Easy,2,Create,Case Study,5,ESCO.857,ONET.599,technical|javascript|easy,Low,Low,False,Age
Q02414,How would you refactor a legacy monolithic system using React while ensuring 99.99% uptime?,Technical,React,JavaScript|Docker,EXP-BACK-JUN,Junior,Hard,4,Evaluate,Technical,11,ESCO.252,ONET.897,technical|react|hard,Medium,Low,False,
Q02415,How would you implement a latency-sensitive trading platform using E-commerce with a hard deadline of two weeks?,Domain Knowledge,E-commerce,Healthcare|Fintech,EXP-CLOU-SEN,Senior,Medium,3,Evaluate,Situational,15,ESCO.539,ONET.226,domain knowledge|e-commerce|medium,Low,Low,False,
Q02416,How would you implement a latency-sensitive trading platform using SaaS while ensuring 99.99% uptime?,Domain Knowledge,SaaS,E-commerce|EdTech,EXP-PROD-JUN,Junior,Hard,4,Create,Case Study,6,ESCO.816,ONET.601,domain knowledge|saas|hard,Medium,Low,False,
Q02417,How would you debug a realtime data pipeline using Docker with a globally distributed team?,Technical,Docker,AWS|Node.js,EXP-FRON-JUN,Junior,Hard,4,Remember,Situational,13,ESCO.620,ONET.566,technical|docker|hard,Low,Low,False,
Q02418,Tell me about a time you had to find a compromise between two strong technical opinions.,Soft Skills,Conflict Resolution,Communication|Leadership,EXP-CLOU-JUN,Junior,Hard,4,Apply,Behavioral,10,ESCO.722,ONET.919,soft skills|conflict resolution|hard,High,Low,False,
Q02419,How would you implement a legacy monolithic system using API Design with limited budget for cloud resources?,System Design,API Design,Database Design|Security,EXP-FRON-MID,Mid,Easy,2,Analyze,Behavioral,5,ESCO.696,ONET.252,system design|api design|easy,Low,Low,False,
Q02420,How would you secure a latency-sensitive trading platform using Python with a hard deadline of two weeks?,Technical,Python,Docker|Go,EXP-PROD-JUN,Junior,Hard,4,Create,Behavioral,5,ESCO.989,ONET.366,technical|python|hard,Low,Low,False,
Q02421,Tell me about a time you had to say no to a stakeholder request. How did you handle it?,Soft Skills,Communication,Communication|Adaptability,EXP-SOFT-MID,Mid,Expert,5,Understand,Behavioral,14,ESCO.980,ONET.924,soft skills|communication|expert,Low,Low,False,Gender
Q02422,How would you implement a highly secure payment gateway using Fintech while ensuring 99.99% uptime?,Domain Knowledge,Fintech,EdTech|Healthcare,EXP-FRON-SEN,Senior,Expert,5,Evaluate,Technical,10,ESCO.732,ONET.273,domain knowledge|fintech|expert,Low,Low,False,Gender
Q02423,How would you debug a latency-sensitive trading platform using Kubernetes with limited budget for cloud resources?,Technical,Kubernetes,Python|Node.js,EXP-ML E-SEN,Senior,Easy,2,Apply,Behavioral,12,ESCO.337,ONET.176,technical|kubernetes|easy,High,Low,False,
Q02424,How would you debug a highly secure payment gateway using Healthcare while ensuring 99.99% uptime?,Domain Knowledge,Healthcare,SaaS|E-commerce,EXP-FRON-SEN,Senior,Easy,2,Remember,Technical,15,ESCO.313,ONET.556,domain knowledge|healthcare|easy,Low,Low,False,
Q02425,How would you refactor a latency-sensitive trading platform using Microservices with a hard deadline of two weeks?,System Design,Microservices,API Design|Security,EXP-SOFT-JUN,Junior,Easy,2,Apply,Technical,8,ESCO.429,ONET.765,system design|microservices|easy,High,Low,False,
Q02426,How would you secure a realtime data pipeline using Kubernetes with a globally distributed team?,Technical,Kubernetes,React|Node.js,EXP-FRON-MID,Mid,Hard,4,Remember,Technical,14,ESCO.647,ONET.387,technical|kubernetes|hard,Low,Low,False,
Q02427,How would you design a resource-constrained IoT ecosystem using Database Design under strict memory constraints?,System Design,Database Design,API Design|Microservices,EXP-DEVO-SEN,Senior,Expert,5,Apply,Behavioral,8,ESCO.970,ONET.926,system design|database design|expert,High,Low,False,
Q02428,How would you implement an offline-first mobile app backing service using Fintech with a globally distributed team?,Domain Knowledge,Fintech,SaaS|E-commerce,EXP-CLOU-JUN,Junior,Medium,3,Remember,Behavioral,12,ESCO.907,ONET.170,domain knowledge|fintech|medium,Medium,Low,False,
Q02429,How do you protect your focus time when your team constantly needs your attention?,Soft Skills,Time Management,Communication|Leadership,EXP-CLOU-SEN,Senior,Medium,3,Apply,Behavioral,6,ESCO.599,ONET.604,soft skills|time management|medium,Low,Low,False,Culture
Q02430,How would you troubleshoot a realtime data pipeline using Fintech while maintaining backward compatibility?,Domain Knowledge,Fintech,EdTech|E-commerce,EXP-SOFT-MID,Mid,Easy,2,Apply,Situational,11,ESCO.232,ONET.146,domain knowledge|fintech|easy,Low,Low,False,
Q02431,How would you optimize a high-traffic web application using API Design with a globally distributed team?,System Design,API Design,Security|Scalability,EXP-FRON-JUN,Junior,Medium,3,Understand,Situational,15,ESCO.428,ONET.162,system design|api design|medium,Medium,Low,False,Gender
Q02432,How would you migrate a high-traffic web application using EdTech with limited budget for cloud resources?,Domain Knowledge,EdTech,Fintech|E-commerce,EXP-SOFT-JUN,Junior,Expert,5,Understand,Behavioral,12,ESCO.453,ONET.588,domain knowledge|edtech|expert,Low,Low,False,
Q02433,How would you secure a legacy monolithic system using AWS with zero downtime?,Technical,AWS,AWS|SQL,EXP-FRON-SEN,Senior,Hard,4,Apply,Situational,9,ESCO.434,ONET.820,technical|aws|hard,Low,Low,False,Culture
Q02434,How would you debug a high-traffic web application using Go while ensuring 99.99% uptime?,Technical,Go,Java|Python,EXP-BACK-SEN,Senior,Hard,4,Remember,Situational,14,ESCO.781,ONET.433,technical|go|hard,Low,Low,False,
Q02435,How would you architect a high-traffic web application using SaaS during a major compliance audit?,Domain Knowledge,SaaS,Healthcare|E-commerce,EXP-SOFT-MID,Mid,Easy,2,Remember,Technical,7,ESCO.984,ONET.742,domain knowledge|saas|easy,Low,Low,False,Age
Q02436,How would you design a latency-sensitive trading platform using Java during a major compliance audit?,Technical,Java,Java|SQL,EXP-DEVO-SEN,Senior,Hard,4,Evaluate,Situational,3,ESCO.150,ONET.113,technical|java|hard,Low,Low,False,
Q02437,How would you migrate a realtime data pipeline using SaaS while maintaining backward compatibility?,Domain Knowledge,SaaS,EdTech|E-commerce,EXP-DEVO-JUN,Junior,Expert,5,Apply,Technical,8,ESCO.516,ONET.119,domain knowledge|saas|expert,Low,Low,False,Age
Q02438,How would you secure a legacy monolithic system using API Design while ensuring 99.99% uptime?,System Design,API Design,API Design|Microservices,EXP-SOFT-SEN,Senior,Medium,3,Evaluate,Behavioral,14,ESCO.581,ONET.716,system design|api design|medium,Low,Low,False,
Q02439,How would you design a resource-constrained IoT ecosystem using Database Design with a hard deadline of two weeks?,System Design,Database Design,Scalability|Microservices,EXP-FRON-SEN,Senior,Easy,2,Apply,Situational,12,ESCO.123,ONET.415,system design|database design|easy,Low,Low,False,
Q02440,How would you optimize a distributed microservices architecture using Healthcare with a hard deadline of two weeks?,Domain Knowledge,Healthcare,SaaS|EdTech,EXP-CLOU-JUN,Junior,Expert,5,Understand,Behavioral,13,ESCO.140,ONET.807,domain knowledge|healthcare|expert,High,Low,False,
Q02441,How would you debug an offline-first mobile app backing service using Fintech while ensuring 99.99% uptime?,Domain Knowledge,Fintech,E-commerce|Healthcare,EXP-DEVO-JUN,Junior,Expert,5,Remember,Case Study,11,ESCO.360,ONET.399,domain knowledge|fintech|expert,Low,Low,False,
Q02442,How do you communicate when you are blocked or behind on a deadline?,Soft Skills,Communication,Adaptability|Leadership,EXP-SOFT-SEN,Senior,Medium,3,Analyze,Behavioral,7,ESCO.863,ONET.799,soft skills|communication|medium,Low,Low,False,
Q02443,How would you secure a latency-sensitive trading platform using Java during a major compliance audit?,Technical,Java,Java|Kubernetes,EXP-BACK-JUN,Junior,Hard,4,Remember,Behavioral,12,ESCO.776,ONET.416,technical|java|hard,Low,Low,False,Age
Q02444,How would you scale a highly secure payment gateway using Security while maintaining backward compatibility?,System Design,Security,Security|API Design,EXP-FRON-SEN,Senior,Easy,2,Create,Case Study,15,ESCO.349,ONET.589,system design|security|easy,Low,Low,False,
Q02445,How would you troubleshoot a realtime data pipeline using EdTech with zero downtime?,Domain Knowledge,EdTech,Fintech|Healthcare,EXP-PROD-MID,Mid,Hard,4,Understand,Situational,4,ESCO.676,ONET.202,domain knowledge|edtech|hard,Medium,Low,False,
Q02446,How would you troubleshoot a latency-sensitive trading platform using SaaS while ensuring 99.99% uptime?,Domain Knowledge,SaaS,SaaS|EdTech,EXP-CLOU-JUN,Junior,Easy,2,Create,Behavioral,12,ESCO.223,ONET.715,domain knowledge|saas|easy,Low,Low,False,
Q02447,How would you troubleshoot a distributed microservices architecture using SaaS during a major compliance audit?,Domain Knowledge,SaaS,EdTech|SaaS,EXP-SOFT-JUN,Junior,Hard,4,Analyze,Case Study,8,ESCO.688,ONET.219,domain knowledge|saas|hard,Low,Low,False,
Q02448,How would you design a realtime data pipeline using Scalability with a globally distributed team?,System Design,Scalability,API Design|Security,EXP-FRON-JUN,Junior,Easy,2,Apply,Behavioral,8,ESCO.924,ONET.561,system design|scalability|easy,Medium,Low,False,
Q02449,How would you refactor a resource-constrained IoT ecosystem using Go while maintaining backward compatibility?,Technical,Go,Go|Java,EXP-PROD-SEN,Senior,Hard,4,Remember,Situational,10,ESCO.931,ONET.431,technical|go|hard,Low,Low,False,
Q02450,How would you architect a high-traffic web application using Scalability with a globally distributed team?,System Design,Scalability,API Design|Security,EXP-CLOU-SEN,Senior,Expert,5,Understand,Technical,8,ESCO.806,ONET.378,system design|scalability|expert,High,Low,False,
Q02451,How would you design a latency-sensitive trading platform using E-commerce while ensuring 99.99% uptime?,Domain Knowledge,E-commerce,SaaS|EdTech,EXP-DATA-MID,Mid,Medium,3,Analyze,Case Study,12,ESCO.434,ONET.788,domain knowledge|e-commerce|medium,Low,Low,False,
Q02452,How would you secure a realtime data pipeline using Node.js while maintaining backward compatibility?,Technical,Node.js,SQL|AWS,EXP-CLOU-MID,Mid,Easy,2,Create,Technical,15,ESCO.575,ONET.545,technical|node.js|easy,Low,Low,False,
Q02453,How would you secure a latency-sensitive trading platform using Docker while ensuring 99.99% uptime?,Technical,Docker,AWS|SQL,EXP-CLOU-MID,Mid,Easy,2,Analyze,Situational,6,ESCO.589,ONET.607,technical|docker|easy,Medium,Low,False,
Q02454,How would you scale a realtime data pipeline using Healthcare with a globally distributed team?,Domain Knowledge,Healthcare,EdTech|Fintech,EXP-BACK-JUN,Junior,Easy,2,Analyze,Technical,13,ESCO.538,ONET.695,domain knowledge|healthcare|easy,Low,Low,False,Age
Q02455,How would you design a resource-constrained IoT ecosystem using JavaScript under strict memory constraints?,Technical,JavaScript,SQL|JavaScript,EXP-DEVO-SEN,Senior,Expert,5,Evaluate,Case Study,11,ESCO.163,ONET.591,technical|javascript|expert,Low,Low,False,
Q02456,How have you dealt with a team member who consistently pushed back on your decisions?,Soft Skills,Conflict Resolution,Adaptability|Leadership,EXP-DATA-MID,Mid,Medium,3,Analyze,Behavioral,6,ESCO.282,ONET.951,soft skills|conflict resolution|medium,High,Low,False,
Q02457,How would you secure a realtime data pipeline using EdTech with zero downtime?,Domain Knowledge,EdTech,Healthcare|Fintech,EXP-DATA-JUN,Junior,Medium,3,Evaluate,Situational,9,ESCO.369,ONET.140,domain knowledge|edtech|medium,Low,Low,False,Culture
Q02458,How would you design an offline-first mobile app backing service using Healthcare during a major compliance audit?,Domain Knowledge,Healthcare,EdTech|Healthcare,EXP-DATA-JUN,Junior,Easy,2,Create,Technical,3,ESCO.929,ONET.293,domain knowledge|healthcare|easy,Medium,Low,False,
Q02459,How would you debug a realtime data pipeline using Database Design while maintaining backward compatibility?,System Design,Database Design,Database Design|Scalability,EXP-CLOU-SEN,Senior,Medium,3,Evaluate,Technical,14,ESCO.593,ONET.465,system design|database design|medium,Medium,Low,False,
Q02460,How would you scale a distributed microservices architecture using E-commerce with a hard deadline of two weeks?,Domain Knowledge,E-commerce,Healthcare|EdTech,EXP-SOFT-MID,Mid,Medium,3,Remember,Technical,10,ESCO.586,ONET.909,domain knowledge|e-commerce|medium,Low,Low,False,
Q02461,How would you secure a distributed microservices architecture using Go with zero downtime?,Technical,Go,Go|Node.js,EXP-DATA-SEN,Senior,Expert,5,Analyze,Technical,7,ESCO.982,ONET.962,technical|go|expert,Low,Low,False,
Q02462,How would you optimize a resource-constrained IoT ecosystem using SaaS with zero downtime?,Domain Knowledge,SaaS,EdTech|E-commerce,EXP-QA E-SEN,Senior,Hard,4,Evaluate,Behavioral,15,ESCO.275,ONET.975,domain knowledge|saas|hard,Low,Low,False,
Q02463,How would you migrate a highly secure payment gateway using EdTech with a globally distributed team?,Domain Knowledge,EdTech,Fintech|EdTech,EXP-DEVO-JUN,Junior,Easy,2,Analyze,Case Study,14,ESCO.992,ONET.977,domain knowledge|edtech|easy,Medium,Low,False,
Q02464,How would you scale a legacy monolithic system using API Design with a hard deadline of two weeks?,System Design,API Design,Database Design|Microservices,EXP-QA E-JUN,Junior,Easy,2,Understand,Behavioral,7,ESCO.120,ONET.370,system design|api design|easy,Low,Low,False,Age
Q02465,Describe a time you significantly underestimated how long a task would take.,Soft Skills,Time Management,Leadership|Communication,EXP-ML E-MID,Mid,Hard,4,Analyze,Behavioral,7,ESCO.735,ONET.505,soft skills|time management|hard,Low,Low,False,
Q02466,How would you refactor a resource-constrained IoT ecosystem using Python under strict memory constraints?,Technical,Python,JavaScript|Go,EXP-FRON-MID,Mid,Hard,4,Apply,Case Study,10,ESCO.963,ONET.330,technical|python|hard,High,Low,False,
Q02467,How would you implement a resource-constrained IoT ecosystem using Docker with limited budget for cloud resources?,Technical,Docker,Java|Node.js,EXP-SOFT-SEN,Senior,Expert,5,Apply,Case Study,3,ESCO.921,ONET.611,technical|docker|expert,High,Low,False,
Q02468,How would you migrate a realtime data pipeline using Fintech while ensuring 99.99% uptime?,Domain Knowledge,Fintech,Fintech|EdTech,EXP-DATA-JUN,Junior,Hard,4,Evaluate,Technical,9,ESCO.260,ONET.178,domain knowledge|fintech|hard,Medium,Low,False,Culture
Q02469,How would you architect a legacy monolithic system using SQL while maintaining backward compatibility?,Technical,SQL,JavaScript|Node.js,EXP-FRON-MID,Mid,Expert,5,Apply,Situational,14,ESCO.707,ONET.536,technical|sql|expert,High,Low,False,
Q02470,How would you implement a legacy monolithic system using Java with a globally distributed team?,Technical,Java,Docker|JavaScript,EXP-SOFT-SEN,Senior,Easy,2,Remember,Situational,8,ESCO.153,ONET.184,technical|java|easy,Medium,Low,False,
Q02471,How do you handle being blocked waiting on another team affecting your timeline?,Soft Skills,Time Management,Time Management|Communication,EXP-CLOU-MID,Mid,Hard,4,Analyze,Behavioral,12,ESCO.547,ONET.527,soft skills|time management|hard,Low,Low,False,
Q02472,How would you secure a highly secure payment gateway using Microservices with a hard deadline of two weeks?,System Design,Microservices,Scalability|Database Design,EXP-DATA-SEN,Senior,Hard,4,Analyze,Situational,15,ESCO.158,ONET.496,system design|microservices|hard,Low,Low,False,
Q02473,How would you design an offline-first mobile app backing service using Microservices under strict memory constraints?,System Design,Microservices,Security|Database Design,EXP-FRON-JUN,Junior,Expert,5,Remember,Behavioral,7,ESCO.675,ONET.671,system design|microservices|expert,Medium,Low,False,
Q02474,How would you design a latency-sensitive trading platform using Scalability while maintaining backward compatibility?,System Design,Scalability,API Design|Microservices,EXP-FRON-SEN,Senior,Medium,3,Analyze,Case Study,14,ESCO.661,ONET.490,system design|scalability|medium,Medium,Low,False,
Q02475,How would you architect a high-traffic web application using Scalability with a hard deadline of two weeks?,System Design,Scalability,Database Design|Scalability,EXP-CLOU-JUN,Junior,Medium,3,Create,Case Study,10,ESCO.909,ONET.744,system design|scalability|medium,Low,Low,False,
Q02476,How would you migrate a legacy monolithic system using EdTech while maintaining backward compatibility?,Domain Knowledge,EdTech,SaaS|E-commerce,EXP-ML E-MID,Mid,Hard,4,Evaluate,Case Study,3,ESCO.400,ONET.246,domain knowledge|edtech|hard,Low,Low,False,
Q02477,How would you scale a realtime data pipeline using EdTech with limited budget for cloud resources?,Domain Knowledge,EdTech,Fintech|SaaS,EXP-BACK-SEN,Senior,Easy,2,Remember,Case Study,11,ESCO.179,ONET.371,domain knowledge|edtech|easy,Low,Low,False,
Q02478,How would you implement a resource-constrained IoT ecosystem using Fintech with a globally distributed team?,Domain Knowledge,Fintech,Fintech|Healthcare,EXP-PROD-SEN,Senior,Easy,2,Analyze,Behavioral,8,ESCO.138,ONET.129,domain knowledge|fintech|easy,Medium,Low,False,
Q02479,How would you scale a resource-constrained IoT ecosystem using SaaS under strict memory constraints?,Domain Knowledge,SaaS,EdTech|Healthcare,EXP-DATA-SEN,Senior,Hard,4,Apply,Situational,10,ESCO.547,ONET.205,domain knowledge|saas|hard,Low,Low,False,
Q02480,Tell me about a project you owned end-to-end. How did you manage it?,Soft Skills,Leadership,Adaptability|Communication,EXP-CLOU-MID,Mid,Medium,3,Evaluate,Behavioral,7,ESCO.700,ONET.984,soft skills|leadership|medium,Low,Low,False,
Q02481,Describe a cross-team conflict you were involved in. How was it resolved?,Soft Skills,Conflict Resolution,Adaptability|Time Management,EXP-FRON-SEN,Senior,Medium,3,Understand,Behavioral,10,ESCO.387,ONET.903,soft skills|conflict resolution|medium,Low,Low,False,Age
Q02482,How would you optimize a high-traffic web application using Scalability with limited budget for cloud resources?,System Design,Scalability,API Design|Security,EXP-BACK-JUN,Junior,Easy,2,Remember,Technical,13,ESCO.892,ONET.269,system design|scalability|easy,Low,Low,False,
Q02483,How would you design a highly secure payment gateway using Kubernetes with limited budget for cloud resources?,Technical,Kubernetes,Kubernetes|Python,EXP-DATA-MID,Mid,Hard,4,Analyze,Behavioral,15,ESCO.171,ONET.970,technical|kubernetes|hard,Low,Low,False,
Q02484,How would you troubleshoot a realtime data pipeline using Scalability during a major compliance audit?,System Design,Scalability,Security|Scalability,EXP-BACK-MID,Mid,Easy,2,Apply,Behavioral,9,ESCO.548,ONET.487,system design|scalability|easy,Medium,Low,False,
Q02485,Tell me about a time when good time management directly saved a project.,Soft Skills,Time Management,Leadership|Communication,EXP-CLOU-JUN,Junior,Hard,4,Understand,Behavioral,11,ESCO.599,ONET.292,soft skills|time management|hard,High,Low,False,
Q02486,How would you secure a resource-constrained IoT ecosystem using Kubernetes with a hard deadline of two weeks?,Technical,Kubernetes,Python|SQL,EXP-BACK-MID,Mid,Hard,4,Remember,Case Study,11,ESCO.919,ONET.574,technical|kubernetes|hard,Medium,Low,False,
Q02487,How would you refactor a distributed microservices architecture using Microservices under strict memory constraints?,System Design,Microservices,Microservices|Security,EXP-BACK-SEN,Senior,Easy,2,Analyze,Case Study,8,ESCO.652,ONET.399,system design|microservices|easy,Low,Low,False,Culture
Q02488,How would you architect a high-traffic web application using Node.js while maintaining backward compatibility?,Technical,Node.js,Go|SQL,EXP-SOFT-JUN,Junior,Expert,5,Remember,Case Study,7,ESCO.678,ONET.982,technical|node.js|expert,Medium,Low,False,
Q02489,How would you scale a highly secure payment gateway using Go while maintaining backward compatibility?,Technical,Go,Kubernetes|Node.js,EXP-SOFT-MID,Mid,Hard,4,Analyze,Behavioral,5,ESCO.600,ONET.770,technical|go|hard,Low,Low,False,
Q02490,How would you design a latency-sensitive trading platform using Python while ensuring 99.99% uptime?,Technical,Python,Go|Python,EXP-DATA-JUN,Junior,Hard,4,Analyze,Situational,7,ESCO.593,ONET.314,technical|python|hard,High,Low,False,
Q02491,How would you optimize an offline-first mobile app backing service using E-commerce with a hard deadline of two weeks?,Domain Knowledge,E-commerce,EdTech|E-commerce,EXP-FRON-MID,Mid,Hard,4,Remember,Case Study,5,ESCO.452,ONET.422,domain knowledge|e-commerce|hard,Low,Low,False,
Q02492,How would you architect a high-traffic web application using Node.js with a globally distributed team?,Technical,Node.js,Go|React,EXP-PROD-SEN,Senior,Expert,5,Remember,Behavioral,15,ESCO.548,ONET.666,technical|node.js|expert,Low,Low,False,
Q02493,How would you design a resource-constrained IoT ecosystem using Kubernetes while maintaining backward compatibility?,Technical,Kubernetes,Java|JavaScript,EXP-FRON-MID,Mid,Easy,2,Apply,Behavioral,7,ESCO.204,ONET.230,technical|kubernetes|easy,Low,Low,False,
Q02494,How would you troubleshoot a latency-sensitive trading platform using Microservices with zero downtime?,System Design,Microservices,Scalability|API Design,EXP-BACK-JUN,Junior,Medium,3,Understand,Technical,10,ESCO.516,ONET.816,system design|microservices|medium,Low,Low,False,
Q02495,How have you built a culture of accountability on a team?,Soft Skills,Leadership,Adaptability|Communication,EXP-QA E-JUN,Junior,Hard,4,Understand,Behavioral,12,ESCO.149,ONET.484,soft skills|leadership|hard,High,Low,False,
Q02496,How would you migrate a distributed microservices architecture using Microservices during a major compliance audit?,System Design,Microservices,Database Design|API Design,EXP-PROD-JUN,Junior,Hard,4,Evaluate,Behavioral,5,ESCO.760,ONET.420,system design|microservices|hard,Low,Low,False,
Q02497,How would you debug an offline-first mobile app backing service using Healthcare during a major compliance audit?,Domain Knowledge,Healthcare,E-commerce|SaaS,EXP-DEVO-SEN,Senior,Medium,3,Remember,Situational,14,ESCO.422,ONET.809,domain knowledge|healthcare|medium,High,Low,False,Culture
Q02498,How would you migrate a resource-constrained IoT ecosystem using Kubernetes during a major compliance audit?,Technical,Kubernetes,AWS|Go,EXP-DATA-JUN,Junior,Hard,4,Analyze,Technical,15,ESCO.768,ONET.210,technical|kubernetes|hard,Low,Low,False,
Q02499,How would you implement a highly secure payment gateway using React under strict memory constraints?,Technical,React,Node.js|Python,EXP-PROD-SEN,Senior,Medium,3,Understand,Technical,6,ESCO.808,ONET.630,technical|react|medium,Low,Low,False,
Q02500,Describe how you have balanced technical debt with feature development under time pressure.,Soft Skills,Time Management,Leadership|Conflict Resolution,EXP-SOFT-JUN,Junior,Easy,2,Apply,Behavioral,15,ESCO.955,ONET.659,soft skills|time management|easy,High,Low,False,Gender
Q02501,"How do you manage your energy across a long, stressful delivery period?",Soft Skills,Time Management,Leadership|Communication,EXP-ML E-SEN,Senior,Hard,4,Analyze,Behavioral,9,ESCO.307,ONET.523,soft skills|time management|hard,Low,Low,False,
