question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q02212,How would you troubleshoot a highly secure payment gateway using JavaScript during a major compliance audit? (Variant 2212),Technical,JavaScript,React|Kubernetes,EXP-CLOU-JUN,Junior,Easy,2,Analyze,Case Study,15,ESCO.717,ONET.130,technical|javascript|easy,Medium,Low,False,None
Q02213,How would you refactor a resource-constrained IoT ecosystem using API Design under strict memory constraints? (Variant 2213),System Design,API Design,Database Design|Microservices,EXP-BACK-SEN,Senior,Medium,3,Understand,Case Study,8,ESCO.695,ONET.627,system design|api design|medium,Low,Low,False,None
Q02214,How would you debug an offline-first mobile app backing service using Microservices while ensuring 99.99% uptime? (Variant 2214),System Design,Microservices,Database Design|API Design,EXP-DEVO-SEN,Senior,Medium,3,Apply,Technical,13,ESCO.860,ONET.210,system design|microservices|medium,Low,Low,False,None
Q02215,How would you scale a legacy monolithic system using API Design while ensuring 99.99% uptime? (Variant 2215),System Design,API Design,API Design|Microservices,EXP-BACK-JUN,Junior,Hard,4,Remember,Technical,3,ESCO.478,ONET.512,system design|api design|hard,Low,Low,False,None
Q02216,How would you secure a realtime data pipeline using Conflict Resolution under strict memory constraints? (Variant 2216),Soft Skills,Conflict Resolution,Adaptability|Conflict Resolution,EXP-CLOU-MID,Mid,Easy,2,Evaluate,Situational,5,ESCO.918,ONET.840,soft skills|conflict resolution|easy,Low,Low,False,None
Q02217,How would you architect a resource-constrained IoT ecosystem using Java during a major compliance audit? (Variant 2217),Technical,Java,AWS|Docker,EXP-ML E-SEN,Senior,Expert,5,Analyze,Situational,12,ESCO.191,ONET.351,technical|java|expert,Low,Low,False,None
Q02218,How would you optimize a latency-sensitive trading platform using Communication while maintaining backward compatibility? (Variant 2218),Soft Skills,Communication,Time Management|Leadership,EXP-CLOU-SEN,Senior,Hard,4,Create,Situational,14,ESCO.677,ONET.782,soft skills|communication|hard,Medium,Low,False,Age
Q02219,How would you architect a high-traffic web application using Scalability under strict memory constraints? (Variant 2219),System Design,Scalability,API Design|Security,EXP-CLOU-SEN,Senior,Expert,5,Analyze,Behavioral,14,ESCO.343,ONET.655,system design|scalability|expert,Low,Low,False,None
Q02220,How would you architect a distributed microservices architecture using Security during a major compliance audit? (Variant 2220),System Design,Security,Scalability|API Design,EXP-QA E-SEN,Senior,Expert,5,Evaluate,Technical,5,ESCO.313,ONET.677,system design|security|expert,Low,Low,False,Culture
Q02221,How would you secure a resource-constrained IoT ecosystem using Microservices under strict memory constraints? (Variant 2221),System Design,Microservices,Database Design|API Design,EXP-SOFT-JUN,Junior,Expert,5,Analyze,Behavioral,11,ESCO.893,ONET.435,system design|microservices|expert,Low,Low,False,None
Q02222,How would you scale a highly secure payment gateway using Leadership with limited budget for cloud resources? (Variant 2222),Soft Skills,Leadership,Communication|Adaptability,EXP-FRON-SEN,Senior,Easy,2,Remember,Technical,3,ESCO.876,ONET.691,soft skills|leadership|easy,Low,Low,False,None
Q02223,How would you implement a high-traffic web application using Time Management with a globally distributed team? (Variant 2223),Soft Skills,Time Management,Communication|Conflict Resolution,EXP-CLOU-JUN,Junior,Hard,4,Evaluate,Technical,9,ESCO.470,ONET.530,soft skills|time management|hard,Low,Low,False,None
Q02224,How would you implement a highly secure payment gateway using Database Design while maintaining backward compatibility? (Variant 2224),System Design,Database Design,Security|API Design,EXP-FRON-JUN,Junior,Expert,5,Remember,Situational,7,ESCO.500,ONET.938,system design|database design|expert,Low,Low,False,None
Q02225,How would you implement a high-traffic web application using Scalability while ensuring 99.99% uptime? (Variant 2225),System Design,Scalability,API Design|Security,EXP-QA E-SEN,Senior,Medium,3,Create,Behavioral,15,ESCO.462,ONET.629,system design|scalability|medium,High,Low,False,None
Q02226,How would you design an offline-first mobile app backing service using Adaptability under strict memory constraints? (Variant 2226),Soft Skills,Adaptability,Communication|Time Management,EXP-CLOU-SEN,Senior,Expert,5,Understand,Situational,7,ESCO.607,ONET.896,soft skills|adaptability|expert,Low,Low,False,None
Q02227,How would you design a resource-constrained IoT ecosystem using API Design with limited budget for cloud resources? (Variant 2227),System Design,API Design,Microservices|Scalability,EXP-BACK-MID,Mid,Expert,5,Create,Behavioral,3,ESCO.126,ONET.172,system design|api design|expert,High,Low,False,None
Q02228,How would you design a latency-sensitive trading platform using SaaS with a hard deadline of two weeks? (Variant 2228),Domain Knowledge,SaaS,E-commerce|Healthcare,EXP-QA E-SEN,Senior,Expert,5,Apply,Technical,9,ESCO.871,ONET.686,domain knowledge|saas|expert,Low,Low,False,None
Q02229,How would you secure a latency-sensitive trading platform using Security while ensuring 99.99% uptime? (Variant 2229),System Design,Security,API Design|Security,EXP-SOFT-SEN,Senior,Medium,3,Understand,Behavioral,6,ESCO.113,ONET.458,system design|security|medium,Low,Low,False,Gender
Q02230,How would you debug a legacy monolithic system using AWS while ensuring 99.99% uptime? (Variant 2230),Technical,AWS,Python|Node.js,EXP-CLOU-JUN,Junior,Hard,4,Evaluate,Situational,14,ESCO.114,ONET.691,technical|aws|hard,Low,Low,False,None
Q02231,How would you troubleshoot a realtime data pipeline using Node.js with a globally distributed team? (Variant 2231),Technical,Node.js,React|Node.js,EXP-FRON-SEN,Senior,Expert,5,Create,Case Study,10,ESCO.498,ONET.973,technical|node.js|expert,Low,Low,False,Culture
Q02232,How would you secure a legacy monolithic system using Node.js with limited budget for cloud resources? (Variant 2232),Technical,Node.js,AWS|Docker,EXP-FRON-SEN,Senior,Medium,3,Evaluate,Case Study,7,ESCO.397,ONET.785,technical|node.js|medium,Low,Low,False,None
Q02233,How would you debug a legacy monolithic system using Adaptability with a globally distributed team? (Variant 2233),Soft Skills,Adaptability,Time Management|Leadership,EXP-DATA-SEN,Senior,Expert,5,Analyze,Technical,11,ESCO.270,ONET.998,soft skills|adaptability|expert,Low,Low,False,None
Q02234,How would you optimize a realtime data pipeline using JavaScript under strict memory constraints? (Variant 2234),Technical,JavaScript,Docker|Kubernetes,EXP-ML E-MID,Mid,Easy,2,Apply,Case Study,10,ESCO.515,ONET.962,technical|javascript|easy,Low,Low,False,None
Q02235,How would you troubleshoot a resource-constrained IoT ecosystem using Healthcare with zero downtime? (Variant 2235),Domain Knowledge,Healthcare,SaaS|Healthcare,EXP-SOFT-MID,Mid,Hard,4,Evaluate,Technical,6,ESCO.795,ONET.956,domain knowledge|healthcare|hard,Low,Low,False,None
Q02236,How would you debug a highly secure payment gateway using Conflict Resolution with zero downtime? (Variant 2236),Soft Skills,Conflict Resolution,Adaptability|Time Management,EXP-QA E-JUN,Junior,Medium,3,Analyze,Situational,8,ESCO.868,ONET.576,soft skills|conflict resolution|medium,Low,Low,False,Gender
Q02237,How would you secure a realtime data pipeline using Scalability with a globally distributed team? (Variant 2237),System Design,Scalability,Database Design|API Design,EXP-DEVO-SEN,Senior,Medium,3,Apply,Case Study,14,ESCO.407,ONET.926,system design|scalability|medium,Low,Low,False,None
Q02238,How would you secure an offline-first mobile app backing service using JavaScript with a hard deadline of two weeks? (Variant 2238),Technical,JavaScript,Kubernetes|Go,EXP-DATA-JUN,Junior,Easy,2,Remember,Situational,14,ESCO.543,ONET.587,technical|javascript|easy,Medium,Low,False,None
Q02239,How would you migrate a distributed microservices architecture using API Design with limited budget for cloud resources? (Variant 2239),System Design,API Design,API Design|Microservices,EXP-BACK-SEN,Senior,Hard,4,Remember,Case Study,15,ESCO.986,ONET.966,system design|api design|hard,High,Low,False,None
Q02240,How would you architect a highly secure payment gateway using Healthcare with limited budget for cloud resources? (Variant 2240),Domain Knowledge,Healthcare,Fintech|E-commerce,EXP-CLOU-JUN,Junior,Expert,5,Apply,Case Study,3,ESCO.354,ONET.740,domain knowledge|healthcare|expert,Low,Low,False,None
Q02241,How would you architect a resource-constrained IoT ecosystem using Communication while ensuring 99.99% uptime? (Variant 2241),Soft Skills,Communication,Conflict Resolution|Adaptability,EXP-DATA-MID,Mid,Hard,4,Apply,Case Study,3,ESCO.447,ONET.178,soft skills|communication|hard,Low,Low,False,Age
Q02242,How would you optimize a highly secure payment gateway using Node.js with zero downtime? (Variant 2242),Technical,Node.js,React|Java,EXP-QA E-JUN,Junior,Medium,3,Analyze,Behavioral,9,ESCO.212,ONET.781,technical|node.js|medium,Low,Low,False,None
Q02243,How would you optimize a highly secure payment gateway using E-commerce with a hard deadline of two weeks? (Variant 2243),Domain Knowledge,E-commerce,E-commerce|SaaS,EXP-SOFT-JUN,Junior,Medium,3,Create,Situational,13,ESCO.385,ONET.580,domain knowledge|e-commerce|medium,Low,Low,False,None
Q02244,How would you troubleshoot a realtime data pipeline using Communication with a globally distributed team? (Variant 2244),Soft Skills,Communication,Adaptability|Conflict Resolution,EXP-SOFT-SEN,Senior,Medium,3,Create,Technical,5,ESCO.622,ONET.871,soft skills|communication|medium,Low,Low,False,Age
Q02245,How would you refactor a legacy monolithic system using Kubernetes while maintaining backward compatibility? (Variant 2245),Technical,Kubernetes,Go|Java,EXP-DEVO-MID,Mid,Hard,4,Apply,Behavioral,11,ESCO.727,ONET.268,technical|kubernetes|hard,Low,Low,False,Age
Q02246,How would you migrate a high-traffic web application using API Design while maintaining backward compatibility? (Variant 2246),System Design,API Design,Database Design|Microservices,EXP-PROD-JUN,Junior,Medium,3,Evaluate,Technical,9,ESCO.586,ONET.295,system design|api design|medium,Low,Low,False,None
Q02247,How would you troubleshoot a realtime data pipeline using Fintech during a major compliance audit? (Variant 2247),Domain Knowledge,Fintech,SaaS|EdTech,EXP-BACK-SEN,Senior,Medium,3,Remember,Technical,5,ESCO.898,ONET.856,domain knowledge|fintech|medium,Medium,Low,False,None
Q02248,How would you scale a realtime data pipeline using Database Design while maintaining backward compatibility? (Variant 2248),System Design,Database Design,Scalability|API Design,EXP-ML E-JUN,Junior,Easy,2,Create,Technical,6,ESCO.120,ONET.690,system design|database design|easy,Low,Low,False,None
Q02249,How would you troubleshoot a realtime data pipeline using Time Management under strict memory constraints? (Variant 2249),Soft Skills,Time Management,Communication|Leadership,EXP-ML E-JUN,Junior,Medium,3,Understand,Behavioral,11,ESCO.400,ONET.496,soft skills|time management|medium,Low,Low,False,None
Q02250,How would you refactor a latency-sensitive trading platform using Healthcare with limited budget for cloud resources? (Variant 2250),Domain Knowledge,Healthcare,EdTech|Fintech,EXP-FRON-MID,Mid,Hard,4,Create,Case Study,7,ESCO.684,ONET.182,domain knowledge|healthcare|hard,Low,Low,False,None
Q02251,How would you architect a latency-sensitive trading platform using Python with a hard deadline of two weeks? (Variant 2251),Technical,Python,JavaScript|SQL,EXP-ML E-MID,Mid,Medium,3,Analyze,Case Study,5,ESCO.869,ONET.247,technical|python|medium,Low,Low,False,None
Q02252,How would you debug a highly secure payment gateway using API Design with a hard deadline of two weeks? (Variant 2252),System Design,API Design,Security|API Design,EXP-DATA-MID,Mid,Medium,3,Evaluate,Situational,4,ESCO.882,ONET.957,system design|api design|medium,Low,Low,False,None
Q02253,How would you architect a distributed microservices architecture using Fintech with a hard deadline of two weeks? (Variant 2253),Domain Knowledge,Fintech,Fintech|E-commerce,EXP-ML E-JUN,Junior,Easy,2,Apply,Case Study,12,ESCO.118,ONET.752,domain knowledge|fintech|easy,Low,Low,False,None
Q02254,How would you refactor a realtime data pipeline using Scalability with a hard deadline of two weeks? (Variant 2254),System Design,Scalability,Microservices|Security,EXP-ML E-MID,Mid,Expert,5,Create,Case Study,11,ESCO.657,ONET.394,system design|scalability|expert,Low,Low,False,None
Q02255,How would you implement a high-traffic web application using Conflict Resolution with zero downtime? (Variant 2255),Soft Skills,Conflict Resolution,Communication|Adaptability,EXP-CLOU-JUN,Junior,Medium,3,Apply,Situational,14,ESCO.360,ONET.967,soft skills|conflict resolution|medium,Medium,Low,False,None
Q02256,How would you refactor a distributed microservices architecture using Communication with a hard deadline of two weeks? (Variant 2256),Soft Skills,Communication,Leadership|Conflict Resolution,EXP-BACK-SEN,Senior,Easy,2,Analyze,Case Study,10,ESCO.196,ONET.358,soft skills|communication|easy,Low,Low,False,None
Q02257,How would you optimize a legacy monolithic system using EdTech with a globally distributed team? (Variant 2257),Domain Knowledge,EdTech,Healthcare|EdTech,EXP-PROD-SEN,Senior,Easy,2,Understand,Technical,7,ESCO.871,ONET.876,domain knowledge|edtech|easy,Low,Low,False,None
Q02258,How would you architect a high-traffic web application using Database Design with zero downtime? (Variant 2258),System Design,Database Design,Microservices|API Design,EXP-ML E-JUN,Junior,Easy,2,Remember,Technical,9,ESCO.721,ONET.540,system design|database design|easy,Low,Low,False,Culture
Q02259,How would you optimize a resource-constrained IoT ecosystem using Conflict Resolution while maintaining backward compatibility? (Variant 2259),Soft Skills,Conflict Resolution,Adaptability|Leadership,EXP-PROD-MID,Mid,Hard,4,Understand,Behavioral,6,ESCO.937,ONET.804,soft skills|conflict resolution|hard,Medium,Low,False,None
Q02260,How would you migrate a latency-sensitive trading platform using Adaptability while ensuring 99.99% uptime? (Variant 2260),Soft Skills,Adaptability,Communication|Conflict Resolution,EXP-DEVO-JUN,Junior,Easy,2,Create,Technical,10,ESCO.757,ONET.502,soft skills|adaptability|easy,Low,Low,False,None
Q02261,How would you optimize a high-traffic web application using Node.js with a globally distributed team? (Variant 2261),Technical,Node.js,Node.js|Python,EXP-FRON-MID,Mid,Expert,5,Create,Situational,4,ESCO.394,ONET.669,technical|node.js|expert,Low,Low,False,None
Q02262,How would you design a high-traffic web application using Security with zero downtime? (Variant 2262),System Design,Security,API Design|Microservices,EXP-DEVO-MID,Mid,Easy,2,Apply,Behavioral,11,ESCO.228,ONET.316,system design|security|easy,Low,Low,False,None
Q02263,How would you debug an offline-first mobile app backing service using EdTech during a major compliance audit? (Variant 2263),Domain Knowledge,EdTech,E-commerce|Fintech,EXP-QA E-MID,Mid,Easy,2,Analyze,Behavioral,10,ESCO.357,ONET.974,domain knowledge|edtech|easy,Medium,Low,False,None
Q02264,How would you troubleshoot a high-traffic web application using Healthcare while maintaining backward compatibility? (Variant 2264),Domain Knowledge,Healthcare,SaaS|E-commerce,EXP-FRON-JUN,Junior,Hard,4,Apply,Case Study,9,ESCO.486,ONET.105,domain knowledge|healthcare|hard,Low,Low,False,None
Q02265,How would you optimize a latency-sensitive trading platform using Leadership under strict memory constraints? (Variant 2265),Soft Skills,Leadership,Adaptability|Leadership,EXP-FRON-SEN,Senior,Easy,2,Understand,Case Study,11,ESCO.708,ONET.315,soft skills|leadership|easy,Low,Low,False,None
Q02266,How would you troubleshoot a latency-sensitive trading platform using Conflict Resolution under strict memory constraints? (Variant 2266),Soft Skills,Conflict Resolution,Leadership|Time Management,EXP-SOFT-JUN,Junior,Medium,3,Analyze,Situational,10,ESCO.551,ONET.482,soft skills|conflict resolution|medium,Low,Low,False,Gender
Q02267,How would you troubleshoot a latency-sensitive trading platform using Time Management while ensuring 99.99% uptime? (Variant 2267),Soft Skills,Time Management,Time Management|Leadership,EXP-ML E-SEN,Senior,Hard,4,Understand,Situational,13,ESCO.666,ONET.168,soft skills|time management|hard,Low,Low,False,None
Q02268,How would you optimize a resource-constrained IoT ecosystem using Leadership with limited budget for cloud resources? (Variant 2268),Soft Skills,Leadership,Communication|Conflict Resolution,EXP-PROD-MID,Mid,Hard,4,Understand,Case Study,3,ESCO.634,ONET.769,soft skills|leadership|hard,Low,Low,False,None
Q02269,How would you scale a resource-constrained IoT ecosystem using Java under strict memory constraints? (Variant 2269),Technical,Java,AWS|Docker,EXP-CLOU-SEN,Senior,Hard,4,Analyze,Situational,7,ESCO.844,ONET.601,technical|java|hard,Low,Low,False,Age
Q02270,How would you troubleshoot a legacy monolithic system using SaaS under strict memory constraints? (Variant 2270),Domain Knowledge,SaaS,EdTech|Fintech,EXP-BACK-MID,Mid,Hard,4,Apply,Case Study,8,ESCO.688,ONET.590,domain knowledge|saas|hard,High,Low,False,None
Q02271,How would you implement a resource-constrained IoT ecosystem using Microservices with a globally distributed team? (Variant 2271),System Design,Microservices,Scalability|API Design,EXP-PROD-JUN,Junior,Expert,5,Evaluate,Behavioral,3,ESCO.631,ONET.986,system design|microservices|expert,Medium,Low,False,None
Q02272,How would you migrate a legacy monolithic system using Docker during a major compliance audit? (Variant 2272),Technical,Docker,React|JavaScript,EXP-QA E-JUN,Junior,Expert,5,Create,Case Study,15,ESCO.169,ONET.793,technical|docker|expert,Medium,Low,False,Culture
Q02273,How would you troubleshoot a resource-constrained IoT ecosystem using Time Management with a hard deadline of two weeks? (Variant 2273),Soft Skills,Time Management,Communication|Conflict Resolution,EXP-CLOU-JUN,Junior,Easy,2,Remember,Behavioral,7,ESCO.650,ONET.979,soft skills|time management|easy,Low,Low,False,Culture
Q02274,How would you secure an offline-first mobile app backing service using E-commerce while ensuring 99.99% uptime? (Variant 2274),Domain Knowledge,E-commerce,EdTech|Fintech,EXP-FRON-SEN,Senior,Medium,3,Evaluate,Behavioral,5,ESCO.969,ONET.602,domain knowledge|e-commerce|medium,Medium,Low,False,None
Q02275,How would you debug a distributed microservices architecture using Fintech with zero downtime? (Variant 2275),Domain Knowledge,Fintech,EdTech|Healthcare,EXP-DATA-JUN,Junior,Hard,4,Create,Situational,8,ESCO.297,ONET.576,domain knowledge|fintech|hard,Medium,Low,False,None
Q02276,How would you implement a latency-sensitive trading platform using Scalability while maintaining backward compatibility? (Variant 2276),System Design,Scalability,Security|API Design,EXP-FRON-JUN,Junior,Easy,2,Analyze,Behavioral,9,ESCO.869,ONET.737,system design|scalability|easy,Medium,Low,False,None
Q02277,How would you design a resource-constrained IoT ecosystem using Microservices with zero downtime? (Variant 2277),System Design,Microservices,API Design|Scalability,EXP-ML E-MID,Mid,Easy,2,Understand,Technical,15,ESCO.982,ONET.225,system design|microservices|easy,Low,Low,False,None
Q02278,How would you scale a realtime data pipeline using Communication with a globally distributed team? (Variant 2278),Soft Skills,Communication,Adaptability|Conflict Resolution,EXP-QA E-SEN,Senior,Hard,4,Understand,Case Study,6,ESCO.860,ONET.373,soft skills|communication|hard,Low,Low,False,None
Q02279,How would you refactor a resource-constrained IoT ecosystem using Time Management with a hard deadline of two weeks? (Variant 2279),Soft Skills,Time Management,Time Management|Conflict Resolution,EXP-PROD-SEN,Senior,Expert,5,Create,Situational,11,ESCO.955,ONET.572,soft skills|time management|expert,Medium,Low,False,None
Q02280,How would you design a legacy monolithic system using Conflict Resolution with zero downtime? (Variant 2280),Soft Skills,Conflict Resolution,Adaptability|Leadership,EXP-CLOU-MID,Mid,Expert,5,Create,Case Study,10,ESCO.223,ONET.671,soft skills|conflict resolution|expert,Low,Low,False,None
Q02281,How would you troubleshoot a resource-constrained IoT ecosystem using Java with zero downtime? (Variant 2281),Technical,Java,Python|React,EXP-DEVO-SEN,Senior,Expert,5,Remember,Behavioral,7,ESCO.223,ONET.305,technical|java|expert,High,Low,False,None
Q02282,How would you debug a realtime data pipeline using Docker with zero downtime? (Variant 2282),Technical,Docker,JavaScript|React,EXP-ML E-SEN,Senior,Expert,5,Remember,Case Study,9,ESCO.318,ONET.859,technical|docker|expert,High,Low,False,None
Q02283,How would you optimize an offline-first mobile app backing service using Database Design while maintaining backward compatibility? (Variant 2283),System Design,Database Design,Security|Microservices,EXP-FRON-JUN,Junior,Expert,5,Analyze,Case Study,5,ESCO.985,ONET.271,system design|database design|expert,Medium,Low,False,None
Q02284,How would you troubleshoot a resource-constrained IoT ecosystem using Adaptability while ensuring 99.99% uptime? (Variant 2284),Soft Skills,Adaptability,Leadership|Conflict Resolution,EXP-FRON-MID,Mid,Hard,4,Analyze,Situational,10,ESCO.229,ONET.443,soft skills|adaptability|hard,Low,Low,False,None
Q02285,How would you refactor a latency-sensitive trading platform using Time Management under strict memory constraints? (Variant 2285),Soft Skills,Time Management,Adaptability|Leadership,EXP-ML E-JUN,Junior,Easy,2,Apply,Situational,3,ESCO.779,ONET.932,soft skills|time management|easy,Low,Low,False,Gender
Q02286,How would you refactor a realtime data pipeline using React while maintaining backward compatibility? (Variant 2286),Technical,React,React|Python,EXP-CLOU-SEN,Senior,Expert,5,Analyze,Case Study,9,ESCO.515,ONET.430,technical|react|expert,Low,Low,False,None
Q02287,How would you design an offline-first mobile app backing service using EdTech with a hard deadline of two weeks? (Variant 2287),Domain Knowledge,EdTech,Healthcare|E-commerce,EXP-DEVO-MID,Mid,Medium,3,Create,Technical,11,ESCO.863,ONET.544,domain knowledge|edtech|medium,High,Low,False,None
Q02288,How would you implement an offline-first mobile app backing service using E-commerce with a hard deadline of two weeks? (Variant 2288),Domain Knowledge,E-commerce,E-commerce|Fintech,EXP-PROD-MID,Mid,Expert,5,Analyze,Case Study,7,ESCO.465,ONET.440,domain knowledge|e-commerce|expert,Medium,Low,False,None
Q02289,How would you debug a latency-sensitive trading platform using Scalability with a hard deadline of two weeks? (Variant 2289),System Design,Scalability,API Design|Microservices,EXP-DEVO-SEN,Senior,Medium,3,Evaluate,Situational,3,ESCO.675,ONET.508,system design|scalability|medium,Low,Low,False,Age
Q02290,How would you architect an offline-first mobile app backing service using E-commerce with a hard deadline of two weeks? (Variant 2290),Domain Knowledge,E-commerce,Healthcare|SaaS,EXP-BACK-MID,Mid,Medium,3,Analyze,Technical,8,ESCO.541,ONET.125,domain knowledge|e-commerce|medium,Low,Low,False,None
Q02291,How would you refactor a latency-sensitive trading platform using Healthcare while maintaining backward compatibility? (Variant 2291),Domain Knowledge,Healthcare,Fintech|E-commerce,EXP-FRON-JUN,Junior,Hard,4,Evaluate,Situational,6,ESCO.168,ONET.955,domain knowledge|healthcare|hard,High,Low,False,None
Q02292,How would you troubleshoot a legacy monolithic system using AWS with a globally distributed team? (Variant 2292),Technical,AWS,Docker|SQL,EXP-QA E-MID,Mid,Medium,3,Remember,Technical,7,ESCO.526,ONET.881,technical|aws|medium,Low,Low,False,None
Q02293,How would you implement a latency-sensitive trading platform using Communication with a hard deadline of two weeks? (Variant 2293),Soft Skills,Communication,Communication|Adaptability,EXP-QA E-JUN,Junior,Hard,4,Analyze,Behavioral,14,ESCO.792,ONET.622,soft skills|communication|hard,Low,Low,False,Culture
Q02294,How would you migrate a distributed microservices architecture using Microservices under strict memory constraints? (Variant 2294),System Design,Microservices,Security|Scalability,EXP-PROD-MID,Mid,Expert,5,Apply,Behavioral,15,ESCO.239,ONET.511,system design|microservices|expert,Low,Low,False,None
Q02295,How would you design an offline-first mobile app backing service using Go under strict memory constraints? (Variant 2295),Technical,Go,Kubernetes|AWS,EXP-CLOU-MID,Mid,Easy,2,Apply,Behavioral,11,ESCO.223,ONET.374,technical|go|easy,Low,Low,False,None
Q02296,How would you implement a highly secure payment gateway using Go during a major compliance audit? (Variant 2296),Technical,Go,SQL|Node.js,EXP-DEVO-MID,Mid,Expert,5,Evaluate,Behavioral,13,ESCO.288,ONET.208,technical|go|expert,Medium,Low,False,Culture
Q02297,How would you architect a distributed microservices architecture using React during a major compliance audit? (Variant 2297),Technical,React,JavaScript|React,EXP-DEVO-JUN,Junior,Expert,5,Analyze,Case Study,15,ESCO.364,ONET.247,technical|react|expert,Low,Low,False,None
Q02298,How would you refactor a distributed microservices architecture using Security with a hard deadline of two weeks? (Variant 2298),System Design,Security,Security|Scalability,EXP-BACK-JUN,Junior,Hard,4,Evaluate,Behavioral,5,ESCO.498,ONET.104,system design|security|hard,Medium,Low,False,None
Q02299,How would you implement a distributed microservices architecture using Healthcare under strict memory constraints? (Variant 2299),Domain Knowledge,Healthcare,SaaS|Healthcare,EXP-FRON-JUN,Junior,Easy,2,Analyze,Case Study,8,ESCO.602,ONET.971,domain knowledge|healthcare|easy,Medium,Low,False,None
Q02300,How would you migrate an offline-first mobile app backing service using Database Design with limited budget for cloud resources? (Variant 2300),System Design,Database Design,Security|API Design,EXP-DEVO-JUN,Junior,Easy,2,Analyze,Situational,8,ESCO.140,ONET.641,system design|database design|easy,Low,Low,False,Age
Q02301,How would you migrate an offline-first mobile app backing service using Docker with a globally distributed team? (Variant 2301),Technical,Docker,React|Java,EXP-QA E-SEN,Senior,Expert,5,Analyze,Situational,4,ESCO.290,ONET.523,technical|docker|expert,Low,Low,False,None
Q02302,How would you refactor an offline-first mobile app backing service using Fintech while maintaining backward compatibility? (Variant 2302),Domain Knowledge,Fintech,EdTech|Fintech,EXP-QA E-MID,Mid,Hard,4,Evaluate,Technical,12,ESCO.351,ONET.419,domain knowledge|fintech|hard,Medium,Low,False,None
Q02303,How would you refactor a realtime data pipeline using EdTech with a globally distributed team? (Variant 2303),Domain Knowledge,EdTech,EdTech|Healthcare,EXP-BACK-JUN,Junior,Easy,2,Evaluate,Technical,3,ESCO.543,ONET.726,domain knowledge|edtech|easy,Low,Low,False,None
Q02304,How would you debug a legacy monolithic system using SaaS with limited budget for cloud resources? (Variant 2304),Domain Knowledge,SaaS,E-commerce|EdTech,EXP-PROD-MID,Mid,Expert,5,Evaluate,Technical,4,ESCO.925,ONET.278,domain knowledge|saas|expert,Low,Low,False,None
Q02305,How would you design a highly secure payment gateway using EdTech while ensuring 99.99% uptime? (Variant 2305),Domain Knowledge,EdTech,Fintech|E-commerce,EXP-CLOU-MID,Mid,Medium,3,Evaluate,Behavioral,4,ESCO.981,ONET.565,domain knowledge|edtech|medium,Low,Low,False,None
Q02306,How would you debug a distributed microservices architecture using React with a hard deadline of two weeks? (Variant 2306),Technical,React,SQL|Java,EXP-PROD-SEN,Senior,Expert,5,Understand,Situational,13,ESCO.318,ONET.384,technical|react|expert,Low,Low,False,Age
Q02307,How would you scale a resource-constrained IoT ecosystem using Leadership while ensuring 99.99% uptime? (Variant 2307),Soft Skills,Leadership,Adaptability|Time Management,EXP-CLOU-SEN,Senior,Expert,5,Analyze,Behavioral,9,ESCO.532,ONET.755,soft skills|leadership|expert,Low,Low,False,None
Q02308,How would you secure a resource-constrained IoT ecosystem using Java with zero downtime? (Variant 2308),Technical,Java,Python|Kubernetes,EXP-PROD-MID,Mid,Hard,4,Understand,Case Study,11,ESCO.277,ONET.503,technical|java|hard,Low,Low,False,None
Q02309,How would you architect a resource-constrained IoT ecosystem using Database Design with zero downtime? (Variant 2309),System Design,Database Design,Database Design|Scalability,EXP-DATA-MID,Mid,Medium,3,Apply,Technical,12,ESCO.331,ONET.730,system design|database design|medium,Low,Low,False,None
Q02310,How would you optimize a legacy monolithic system using Healthcare with a hard deadline of two weeks? (Variant 2310),Domain Knowledge,Healthcare,Healthcare|SaaS,EXP-QA E-JUN,Junior,Hard,4,Remember,Technical,4,ESCO.774,ONET.923,domain knowledge|healthcare|hard,Low,Low,False,Age
Q02311,How would you debug a realtime data pipeline using Node.js under strict memory constraints? (Variant 2311),Technical,Node.js,SQL|Node.js,EXP-FRON-MID,Mid,Medium,3,Evaluate,Case Study,14,ESCO.884,ONET.647,technical|node.js|medium,Low,Low,False,None
Q02312,How would you refactor a realtime data pipeline using Security with a globally distributed team? (Variant 2312),System Design,Security,Security|Database Design,EXP-DEVO-SEN,Senior,Hard,4,Analyze,Case Study,3,ESCO.492,ONET.690,system design|security|hard,Medium,Low,False,None
Q02313,How would you scale a legacy monolithic system using React during a major compliance audit? (Variant 2313),Technical,React,Go|Java,EXP-ML E-MID,Mid,Easy,2,Analyze,Case Study,12,ESCO.396,ONET.521,technical|react|easy,Medium,Low,False,None
Q02314,How would you secure an offline-first mobile app backing service using Node.js with zero downtime? (Variant 2314),Technical,Node.js,AWS|Go,EXP-BACK-MID,Mid,Hard,4,Create,Situational,15,ESCO.699,ONET.238,technical|node.js|hard,Medium,Low,False,None
Q02315,How would you migrate a highly secure payment gateway using Microservices with a globally distributed team? (Variant 2315),System Design,Microservices,Microservices|Scalability,EXP-ML E-SEN,Senior,Medium,3,Analyze,Case Study,12,ESCO.532,ONET.240,system design|microservices|medium,Low,Low,False,None
